都道府県,国籍,時点,人口
石川県,ミャンマー,2024/06,931
石川県,ミャンマー,2025/06,1487
石川県,モンゴル,2024/06,114
石川県,モンゴル,2025/06,120
石川県,中国,2024/06,3915
石川県,中国,2025/06,3913
石川県,台湾,2024/06,232
石川県,台湾,2025/06,228
石川県,米国,2024/06,336
石川県,米国,2025/06,341
石川県,総数,2024/06,20234
石川県,総数,2025/06,22294
石川県,英国,2024/06,90
石川県,英国,2025/06,96
石川県,韓国・朝鮮,2024/06,1325
石川県,韓国・朝鮮,2025/06,1310
神奈川県,その他,2024/06,20476
神奈川県,その他,2025/06,21431
神奈川県,インド,2024/06,8161
神奈川県,インド,2025/06,8056
神奈川県,インドネシア,2024/06,9322
神奈川県,インドネシア,2025/06,12216
神奈川県,カンボジア,2024/06,2736
神奈川県,カンボジア,2025/06,2983
神奈川県,スリランカ,2024/06,6686
神奈川県,スリランカ,2025/06,8456
神奈川県,タイ,2024/06,4858
神奈川県,タイ,2025/06,5187
神奈川県,ネパール,2024/06,13631
神奈川県,ネパール,2025/06,17951
神奈川県,バングラデシュ,2024/06,2272
神奈川県,バングラデシュ,2025/06,2752
神奈川県,パキスタン,2024/06,1629
神奈川県,パキスタン,2025/06,1765
神奈川県,フィリピン,2024/06,26826
神奈川県,フィリピン,2025/06,27814
神奈川県,ブラジル,2024/06,9474
神奈川県,ブラジル,2025/06,9464
神奈川県,ベトナム,2024/06,37867
神奈川県,ベトナム,2025/06,43152
神奈川県,ペルー,2024/06,6497
神奈川県,ペルー,2025/06,6454
神奈川県,ミャンマー,2024/06,4946
神奈川県,ミャンマー,2025/06,8078
神奈川県,モンゴル,2024/06,1944
神奈川県,モンゴル,2025/06,1983
神奈川県,中国,2024/06,78979
神奈川県,中国,2025/06,84236
神奈川県,台湾,2024/06,6182
神奈川県,台湾,2025/06,6472
神奈川県,米国,2024/06,6871
神奈川県,米国,2025/06,7135
神奈川県,総数,2024/06,280020
神奈川県,総数,2025/06,306363
神奈川県,英国,2024/06,1847
神奈川県,英国,2025/06,1948
神奈川県,韓国・朝鮮,2024/06,28816
神奈川県,韓国・朝鮮,2025/06,28830
福井県,その他,2024/06,401
福井県,その他,2025/06,405
福井県,インド,2024/06,51
福井県,インド,2025/06,55
福井県,インドネシア,2024/06,1131
福井県,インドネシア,2025/06,1564
福井県,カンボジア,2024/06,360
福井県,カンボジア,2025/06,357
福井県,スリランカ,2024/06,70
福井県,スリランカ,2025/06,83
福井県,タイ,2024/06,302
福井県,タイ,2025/06,471
福井県,ネパール,2024/06,403
福井県,ネパール,2025/06,541
福井県,バングラデシュ,2024/06,125
福井県,バングラデシュ,2025/06,186
福井県,パキスタン,2024/06,24
福井県,パキスタン,2025/06,35
福井県,フィリピン,2024/06,2221
福井県,フィリピン,2025/06,2399
福井県,ブラジル,2024/06,4780
福井県,ブラジル,2025/06,5128
福井県,ベトナム,2024/06,3873
福井県,ベトナム,2025/06,4085
福井県,ペルー,2024/06,66
福井県,ペルー,2025/06,63
福井県,ミャンマー,2024/06,737
福井県,ミャンマー,2025/06,1091
福井県,モンゴル,2024/06,52
福井県,モンゴル,2025/06,54
福井県,中国,2024/06,1987
福井県,中国,2025/06,1965
福井県,台湾,2024/06,118
福井県,台湾,2025/06,116
福井県,米国,2024/06,209
福井県,米国,2025/06,222
福井県,総数,2024/06,18937
福井県,総数,2025/06,20783
福井県,英国,2024/06,31
福井県,英国,2025/06,29
福井県,韓国・朝鮮,2024/06,1996
福井県,韓国・朝鮮,2025/06,1934
福岡県,その他,2024/06,4914
福岡県,その他,2025/06,5140
福岡県,インド,2024/06,609
福岡県,インド,2025/06,697
福岡県,インドネシア,2024/06,5416
福岡県,インドネシア,2025/06,7938
福岡県,カンボジア,2024/06,859
福岡県,カンボジア,2025/06,964
福岡県,スリランカ,2024/06,1413
福岡県,スリランカ,2025/06,2066
福岡県,タイ,2024/06,854
福岡県,タイ,2025/06,908
福岡県,ネパール,2024/06,16191
福岡県,ネパール,2025/06,20896
福岡県,バングラデシュ,2024/06,458
福岡県,バングラデシュ,2025/06,701
福岡県,パキスタン,2024/06,492
福岡県,パキスタン,2025/06,615
福岡県,フィリピン,2024/06,6891
福岡県,フィリピン,2025/06,7480
福岡県,ブラジル,2024/06,414
福岡県,ブラジル,2025/06,389
福岡県,ベトナム,2024/06,21884
福岡県,ベトナム,2025/06,23169
福岡県,ペルー,2024/06,240
福岡県,ペルー,2025/06,230
福岡県,ミャンマー,2024/06,3955
福岡県,ミャンマー,2025/06,5881
福岡県,モンゴル,2024/06,303
福岡県,モンゴル,2025/06,324
福岡県,中国,2024/06,20998
福岡県,中国,2025/06,22371
福岡県,台湾,2024/06,1354
福岡県,台湾,2025/06,1541
福岡県,米国,2024/06,1707
福岡県,米国,2025/06,1860
福岡県,総数,2024/06,105049
福岡県,総数,2025/06,119392
福岡県,英国,2024/06,622
福岡県,英国,2025/06,682
福岡県,韓国・朝鮮,2024/06,15475
福岡県,韓国・朝鮮,2025/06,15540
福島県,その他,2024/06,795
福島県,その他,2025/06,787
福島県,インド,2024/06,208
福島県,インド,2025/06,251
福島県,インドネシア,2024/06,1452
福島県,インドネシア,2025/06,1914
福島県,カンボジア,2024/06,191
福島県,カンボジア,2025/06,222
福島県,スリランカ,2024/06,230
福島県,スリランカ,2025/06,277
福島県,タイ,2024/06,389
福島県,タイ,2025/06,392
福島県,ネパール,2024/06,1175
福島県,ネパール,2025/06,1432
福島県,バングラデシュ,2024/06,169
福島県,バングラデシュ,2025/06,172
福島県,パキスタン,2024/06,230
福島県,パキスタン,2025/06,268
福島県,フィリピン,2024/06,3014
福島県,フィリピン,2025/06,3246
福島県,ブラジル,2024/06,215
福島県,ブラジル,2025/06,204
福島県,ベトナム,2024/06,4707
福島県,ベトナム,2025/06,5153
福島県,ペルー,2024/06,44
福島県,ペルー,2025/06,50
福島県,ミャンマー,2024/06,926
福島県,ミャンマー,2025/06,1146
福島県,モンゴル,2024/06,126
福島県,モンゴル,2025/06,124
福島県,中国,2024/06,3086
福島県,中国,2025/06,3127
福島県,台湾,2024/06,149
福島県,台湾,2025/06,142
福島県,米国,2024/06,298
福島県,米国,2025/06,299
福島県,総数,2024/06,18936
福島県,総数,2025/06,20708
福島県,英国,2024/06,110
福島県,英国,2025/06,100
福島県,韓国・朝鮮,2024/06,1422
福島県,韓国・朝鮮,2025/06,1402
秋田県,その他,2024/06,442
秋田県,その他,2025/06,469
秋田県,インド,2024/06,40
秋田県,インド,2025/06,50
秋田県,インドネシア,2024/06,427
秋田県,インドネシア,2025/06,567
秋田県,カンボジア,2024/06,90
秋田県,カンボジア,2025/06,101
秋田県,スリランカ,2024/06,163
秋田県,スリランカ,2025/06,125
秋田県,タイ,2024/06,96
秋田県,タイ,2025/06,99
秋田県,ネパール,2024/06,139
秋田県,ネパール,2025/06,179
秋田県,バングラデシュ,2024/06,13
秋田県,バングラデシュ,2025/06,15
秋田県,パキスタン,2024/06,47
秋田県,パキスタン,2025/06,66
秋田県,フィリピン,2024/06,979
秋田県,フィリピン,2025/06,1012
秋田県,ブラジル,2024/06,12
秋田県,ブラジル,2025/06,15
秋田県,ベトナム,2024/06,1023
秋田県,ベトナム,2025/06,1099
秋田県,ペルー,2024/06,8
秋田県,ペルー,2025/06,7
秋田県,ミャンマー,2024/06,220
秋田県,ミャンマー,2025/06,365
秋田県,モンゴル,2024/06,83
秋田県,モンゴル,2025/06,91
秋田県,中国,2024/06,947
秋田県,中国,2025/06,955
秋田県,台湾,2024/06,49
秋田県,台湾,2025/06,53
秋田県,米国,2024/06,224
秋田県,米国,2025/06,254
秋田県,総数,2024/06,5571
秋田県,総数,2025/06,6097
秋田県,英国,2024/06,48
秋田県,英国,2025/06,57
秋田県,韓国・朝鮮,2024/06,521
秋田県,韓国・朝鮮,2025/06,518
総数,その他,2024/06,196843
総数,その他,2025/06,211008
総数,インド,2024/06,51345
総数,インド,2025/06,56686
総数,インドネシア,2024/06,173813
総数,インドネシア,2025/06,230689
総数,カンボジア,2024/06,25384
総数,カンボジア,2025/06,27887
総数,スリランカ,2024/06,56179
総数,スリランカ,2025/06,73067
総数,タイ,2024/06,63689
総数,タイ,2025/06,66624
総数,ネパール,2024/06,206898
総数,ネパール,2025/06,273229
総数,バングラデシュ,2024/06,31536
総数,バングラデシュ,2025/06,40045
総数,パキスタン,2024/06,27642
総数,パキスタン,2025/06,32478
総数,フィリピン,2024/06,332293
総数,フィリピン,2025/06,349714
総数,ブラジル,2024/06,212325
総数,ブラジル,2025/06,211229
総数,ベトナム,2024/06,600348
総数,ベトナム,2025/06,660483
総数,ペルー,2024/06,49247
総数,ペルー,2025/06,49220
総数,ミャンマー,2024/06,110306
総数,ミャンマー,2025/06,160362
総数,モンゴル,2024/06,20416
総数,モンゴル,2025/06,21186
総数,中国,2024/06,844187
総数,中国,2025/06,900738
総数,台湾,2024/06,67277
総数,台湾,2025/06,71125
総数,米国,2024/06,64842
総数,米国,2025/06,68022
総数,総数,2024/06,3588956
総数,総数,2025/06,3956619
総数,英国,2024/06,19587
総数,英国,2025/06,20532
総数,韓国・朝鮮,2024/06,434799
総数,韓国・朝鮮,2025/06,432295
群馬県,その他,2024/06,2918
群馬県,その他,2025/06,3038
群馬県,インド,2024/06,1310
群馬県,インド,2025/06,1823
群馬県,インドネシア,2024/06,5741
群馬県,インドネシア,2025/06,7389
群馬県,カンボジア,2024/06,485
群馬県,カンボジア,2025/06,535
群馬県,スリランカ,2024/06,1785
群馬県,スリランカ,2025/06,2342
群馬県,タイ,2024/06,1365
群馬県,タイ,2025/06,1446
群馬県,ネパール,2024/06,5587
群馬県,ネパール,2025/06,6938
群馬県,バングラデシュ,2024/06,1907
群馬県,バングラデシュ,2025/06,2339
群馬県,パキスタン,2024/06,1518
群馬県,パキスタン,2025/06,1634
群馬県,フィリピン,2024/06,9395
群馬県,フィリピン,2025/06,9697
群馬県,ブラジル,2024/06,13829
群馬県,ブラジル,2025/06,14127
群馬県,ベトナム,2024/06,15222
群馬県,ベトナム,2025/06,16457
群馬県,ペルー,2024/06,4918
群馬県,ペルー,2025/06,4922
群馬県,ミャンマー,2024/06,2943
群馬県,ミャンマー,2025/06,3836
群馬県,モンゴル,2024/06,483
群馬県,モンゴル,2025/06,447
群馬県,中国,2024/06,6603
群馬県,中国,2025/06,6890
群馬県,台湾,2024/06,454
群馬県,台湾,2025/06,455
群馬県,米国,2024/06,554
群馬県,米国,2025/06,570
群馬県,総数,2024/06,79470
群馬県,総数,2025/06,87299
群馬県,英国,2024/06,126
群馬県,英国,2025/06,136
群馬県,韓国・朝鮮,2024/06,2327
群馬県,韓国・朝鮮,2025/06,2278
茨城県,その他,2024/06,4891
茨城県,その他,2025/06,5044
茨城県,インド,2024/06,2085
茨城県,インド,2025/06,2506
茨城県,インドネシア,2024/06,9348
茨城県,インドネシア,2025/06,11381
茨城県,カンボジア,2024/06,1426
茨城県,カンボジア,2025/06,1521
茨城県,スリランカ,2024/06,5012
茨城県,スリランカ,2025/06,6281
茨城県,タイ,2024/06,5512
茨城県,タイ,2025/06,5679
茨城県,ネパール,2024/06,3425
茨城県,ネパール,2025/06,4842
茨城県,バングラデシュ,2024/06,1377
茨城県,バングラデシュ,2025/06,1739
茨城県,パキスタン,2024/06,3143
茨城県,パキスタン,2025/06,3750
茨城県,フィリピン,2024/06,11631
茨城県,フィリピン,2025/06,12109
茨城県,ブラジル,2024/06,6068
茨城県,ブラジル,2025/06,5764
茨城県,ベトナム,2024/06,19279
茨城県,ベトナム,2025/06,20704
茨城県,ペルー,2024/06,1643
茨城県,ペルー,2025/06,1612
茨城県,ミャンマー,2024/06,2313
茨城県,ミャンマー,2025/06,3072
茨城県,モンゴル,2024/06,564
茨城県,モンゴル,2025/06,569
茨城県,中国,2024/06,12532
茨城県,中国,2025/06,13040
茨城県,台湾,2024/06,1348
茨城県,台湾,2025/06,1403
茨城県,米国,2024/06,900
茨城県,米国,2025/06,926
茨城県,総数,2024/06,97038
茨城県,総数,2025/06,106490
茨城県,英国,2024/06,239
茨城県,英国,2025/06,231
茨城県,韓国・朝鮮,2024/06,4302
茨城県,韓国・朝鮮,2025/06,4317
長崎県,その他,2024/06,770
長崎県,その他,2025/06,778
長崎県,インド,2024/06,121
長崎県,インド,2025/06,125
長崎県,インドネシア,2024/06,1512
長崎県,インドネシア,2025/06,2177
長崎県,カンボジア,2024/06,518
長崎県,カンボジア,2025/06,549
長崎県,スリランカ,2024/06,157
長崎県,スリランカ,2025/06,217
長崎県,タイ,2024/06,118
長崎県,タイ,2025/06,112
長崎県,ネパール,2024/06,1426
長崎県,ネパール,2025/06,1746
長崎県,バングラデシュ,2024/06,31
長崎県,バングラデシュ,2025/06,61
長崎県,パキスタン,2024/06,16
長崎県,パキスタン,2025/06,18
長崎県,フィリピン,2024/06,1650
長崎県,フィリピン,2025/06,1931
長崎県,ブラジル,2024/06,64
長崎県,ブラジル,2025/06,71
長崎県,ベトナム,2024/06,3004
長崎県,ベトナム,2025/06,3241
長崎県,ペルー,2024/06,17
長崎県,ペルー,2025/06,25
長崎県,ミャンマー,2024/06,946
長崎県,ミャンマー,2025/06,1402
長崎県,モンゴル,2024/06,25
長崎県,モンゴル,2025/06,22
長崎県,中国,2024/06,2072
長崎県,中国,2025/06,2100
長崎県,台湾,2024/06,140
長崎県,台湾,2025/06,144
長崎県,米国,2024/06,517
長崎県,米国,2025/06,518
長崎県,総数,2024/06,14277
長崎県,総数,2025/06,16393
長崎県,英国,2024/06,79
長崎県,英国,2025/06,79
長崎県,韓国・朝鮮,2024/06,1094
長崎県,韓国・朝鮮,2025/06,1077
長野県,その他,2024/06,2524
長野県,その他,2025/06,2819
長野県,インド,2024/06,154
長野県,インド,2025/06,181
長野県,インドネシア,2024/06,3911
長野県,インドネシア,2025/06,4926
長野県,カンボジア,2024/06,348
長野県,カンボジア,2025/06,344
長野県,スリランカ,2024/06,458
長野県,スリランカ,2025/06,596
長野県,タイ,2024/06,2654
長野県,タイ,2025/06,2789
長野県,ネパール,2024/06,1393
長野県,ネパール,2025/06,2002
長野県,バングラデシュ,2024/06,181
長野県,バングラデシュ,2025/06,194
長野県,パキスタン,2024/06,439
長野県,パキスタン,2025/06,488
長野県,フィリピン,2024/06,5488
長野県,フィリピン,2025/06,5760
長野県,ブラジル,2024/06,4858
長野県,ブラジル,2025/06,4653
長野県,ベトナム,2024/06,7136
長野県,ベトナム,2025/06,7581
長野県,ペルー,2024/06,461
長野県,ペルー,2025/06,443
長野県,ミャンマー,2024/06,1022
長野県,ミャンマー,2025/06,1500
長野県,モンゴル,2024/06,146
長野県,モンゴル,2025/06,158
長野県,中国,2024/06,8456
長野県,中国,2025/06,8523
長野県,台湾,2024/06,785
長野県,台湾,2025/06,831
長野県,米国,2024/06,773
長野県,米国,2025/06,827
長野県,総数,2024/06,44834
長野県,総数,2025/06,48288
長野県,英国,2024/06,327
長野県,英国,2025/06,377
長野県,韓国・朝鮮,2024/06,3320
長野県,韓国・朝鮮,2025/06,3296
青森県,その他,2024/06,345
青森県,その他,2025/06,357
青森県,インド,2024/06,52
青森県,インド,2025/06,63
青森県,インドネシア,2024/06,837
青森県,インドネシア,2025/06,1225
青森県,カンボジア,2024/06,212
青森県,カンボジア,2025/06,226
青森県,スリランカ,2024/06,34
青森県,スリランカ,2025/06,48
青森県,タイ,2024/06,170
青森県,タイ,2025/06,165
青森県,ネパール,2024/06,224
青森県,ネパール,2025/06,253
青森県,バングラデシュ,2024/06,22
青森県,バングラデシュ,2025/06,20
青森県,パキスタン,2024/06,94
青森県,パキスタン,2025/06,130
青森県,フィリピン,2024/06,911
青森県,フィリピン,2025/06,1048
青森県,ブラジル,2024/06,35
青森県,ブラジル,2025/06,36
青森県,ベトナム,2024/06,2381
青森県,ベトナム,2025/06,2399
青森県,ペルー,2024/06,10
青森県,ペルー,2025/06,11
青森県,ミャンマー,2024/06,413
青森県,ミャンマー,2025/06,616
青森県,モンゴル,2024/06,65
青森県,モンゴル,2025/06,60
青森県,中国,2024/06,983
青森県,中国,2025/06,1035
青森県,台湾,2024/06,88
青森県,台湾,2025/06,78
青森県,米国,2024/06,405
青森県,米国,2025/06,425
青森県,総数,2024/06,8045
青森県,総数,2025/06,8949
青森県,英国,2024/06,35
青森県,英国,2025/06,34
青森県,韓国・朝鮮,2024/06,729
青森県,韓国・朝鮮,2025/06,720
静岡県,その他,2024/06,3326
静岡県,その他,2025/06,3520
静岡県,インド,2024/06,1113
静岡県,インド,2025/06,1206
静岡県,インドネシア,2024/06,6579
静岡県,インドネシア,2025/06,8282
静岡県,カンボジア,2024/06,539
静岡県,カンボジア,2025/06,656
静岡県,スリランカ,2024/06,2579
静岡県,スリランカ,2025/06,3280
静岡県,タイ,2024/06,1788
静岡県,タイ,2025/06,1848
静岡県,ネパール,2024/06,5502
静岡県,ネパール,2025/06,7110
静岡県,バングラデシュ,2024/06,579
静岡県,バングラデシュ,2025/06,698
静岡県,パキスタン,2024/06,613
静岡県,パキスタン,2025/06,691
静岡県,フィリピン,2024/06,20251
静岡県,フィリピン,2025/06,21168
静岡県,ブラジル,2024/06,32526
静岡県,ブラジル,2025/06,31635
静岡県,ベトナム,2024/06,19133
静岡県,ベトナム,2025/06,20933
静岡県,ペルー,2024/06,4804
静岡県,ペルー,2025/06,4760
静岡県,ミャンマー,2024/06,3842
静岡県,ミャンマー,2025/06,5046
静岡県,モンゴル,2024/06,230
静岡県,モンゴル,2025/06,232
静岡県,中国,2024/06,10360
静岡県,中国,2025/06,10734
静岡県,台湾,2024/06,841
静岡県,台湾,2025/06,848
静岡県,米国,2024/06,879
静岡県,米国,2025/06,918
静岡県,総数,2024/06,120314
静岡県,総数,2025/06,128311
静岡県,英国,2024/06,281
静岡県,英国,2025/06,280
静岡県,韓国・朝鮮,2024/06,4549
静岡県,韓国・朝鮮,2025/06,4466
香川県,その他,2024/06,663
香川県,その他,2025/06,651
香川県,インド,2024/06,72
香川県,インド,2025/06,92
香川県,インドネシア,2024/06,3004
香川県,インドネシア,2025/06,3959
香川県,カンボジア,2024/06,667
香川県,カンボジア,2025/06,763
香川県,スリランカ,2024/06,85
香川県,スリランカ,2025/06,117
香川県,タイ,2024/06,159
香川県,タイ,2025/06,171
香川県,ネパール,2024/06,523
香川県,ネパール,2025/06,643
香川県,バングラデシュ,2024/06,99
香川県,バングラデシュ,2025/06,142
香川県,パキスタン,2024/06,101
香川県,パキスタン,2025/06,101
香川県,フィリピン,2024/06,2750
香川県,フィリピン,2025/06,2993
香川県,ブラジル,2024/06,180
香川県,ブラジル,2025/06,169
香川県,ベトナム,2024/06,4328
香川県,ベトナム,2025/06,4751
香川県,ペルー,2024/06,425
香川県,ペルー,2025/06,420
香川県,ミャンマー,2024/06,1021
香川県,ミャンマー,2025/06,1319
香川県,モンゴル,2024/06,58
香川県,モンゴル,2025/06,60
香川県,中国,2024/06,3066
香川県,中国,2025/06,3069
香川県,台湾,2024/06,126
香川県,台湾,2025/06,139
香川県,米国,2024/06,199
香川県,米国,2025/06,214
香川県,総数,2024/06,18415
香川県,総数,2025/06,20671
香川県,英国,2024/06,65
香川県,英国,2025/06,60
香川県,韓国・朝鮮,2024/06,824
香川県,韓国・朝鮮,2025/06,838
高知県,その他,2024/06,308
高知県,その他,2025/06,310
高知県,インド,2024/06,93
高知県,インド,2025/06,115
高知県,インドネシア,2024/06,972
高知県,インドネシア,2025/06,1250
高知県,カンボジア,2024/06,148
高知県,カンボジア,2025/06,172
高知県,スリランカ,2024/06,25
高知県,スリランカ,2025/06,40
高知県,タイ,2024/06,76
高知県,タイ,2025/06,79
高知県,ネパール,2024/06,143
高知県,ネパール,2025/06,159
高知県,バングラデシュ,2024/06,95
高知県,バングラデシュ,2025/06,107
高知県,パキスタン,2024/06,19
高知県,パキスタン,2025/06,22
高知県,フィリピン,2024/06,898
高知県,フィリピン,2025/06,970
高知県,ブラジル,2024/06,24
高知県,ブラジル,2025/06,24
高知県,ベトナム,2024/06,1495
高知県,ベトナム,2025/06,1559
高知県,ペルー,2024/06,8
高知県,ペルー,2025/06,10
高知県,ミャンマー,2024/06,315
高知県,ミャンマー,2025/06,403
高知県,モンゴル,2024/06,44
高知県,モンゴル,2025/06,51
高知県,中国,2024/06,937
高知県,中国,2025/06,957
高知県,台湾,2024/06,66
高知県,台湾,2025/06,65
高知県,米国,2024/06,178
高知県,米国,2025/06,182
高知県,総数,2024/06,6379
高知県,総数,2025/06,6996
高知県,英国,2024/06,73
高知県,英国,2025/06,68
高知県,韓国・朝鮮,2024/06,462
高知県,韓国・朝鮮,2025/06,453
鳥取県,その他,2024/06,302
鳥取県,その他,2025/06,310
鳥取県,インド,2024/06,39
鳥取県,インド,2025/06,50
鳥取県,インドネシア,2024/06,443
鳥取県,インドネシア,2025/06,568
鳥取県,カンボジア,2024/06,103
鳥取県,カンボジア,2025/06,104
鳥取県,スリランカ,2024/06,35
鳥取県,スリランカ,2025/06,37
鳥取県,タイ,2024/06,90
鳥取県,タイ,2025/06,75
鳥取県,ネパール,2024/06,205
鳥取県,ネパール,2025/06,228
鳥取県,バングラデシュ,2024/06,29
鳥取県,バングラデシュ,2025/06,35
鳥取県,パキスタン,2024/06,46
鳥取県,パキスタン,2025/06,50
鳥取県,フィリピン,2024/06,730
鳥取県,フィリピン,2025/06,808
鳥取県,ブラジル,2024/06,35
鳥取県,ブラジル,2025/06,56
鳥取県,ベトナム,2024/06,1607
鳥取県,ベトナム,2025/06,1629
鳥取県,ペルー,2024/06,2
鳥取県,ペルー,2025/06,3
鳥取県,ミャンマー,2024/06,338
鳥取県,ミャンマー,2025/06,530
鳥取県,モンゴル,2024/06,52
鳥取県,モンゴル,2025/06,45
鳥取県,中国,2024/06,730
鳥取県,中国,2025/06,724
鳥取県,台湾,2024/06,62
鳥取県,台湾,2025/06,60
鳥取県,米国,2024/06,89
鳥取県,米国,2025/06,95
鳥取県,総数,2024/06,5864
鳥取県,総数,2025/06,6315
鳥取県,英国,2024/06,42
鳥取県,英国,2025/06,42
鳥取県,韓国・朝鮮,2024/06,885
鳥取県,韓国・朝鮮,2025/06,866
鹿児島県,その他,2024/06,684
鹿児島県,その他,2025/06,711
鹿児島県,インド,2024/06,59
鹿児島県,インド,2025/06,78
鹿児島県,インドネシア,2024/06,3062
鹿児島県,インドネシア,2025/06,4372
鹿児島県,カンボジア,2024/06,253
鹿児島県,カンボジア,2025/06,289
鹿児島県,スリランカ,2024/06,100
鹿児島県,スリランカ,2025/06,167
鹿児島県,タイ,2024/06,115
鹿児島県,タイ,2025/06,143
鹿児島県,ネパール,2024/06,732
鹿児島県,ネパール,2025/06,884
鹿児島県,バングラデシュ,2024/06,72
鹿児島県,バングラデシュ,2025/06,83
鹿児島県,パキスタン,2024/06,102
鹿児島県,パキスタン,2025/06,115
鹿児島県,フィリピン,2024/06,2548
鹿児島県,フィリピン,2025/06,2754
鹿児島県,ブラジル,2024/06,114
鹿児島県,ブラジル,2025/06,115
鹿児島県,ベトナム,2024/06,5520
鹿児島県,ベトナム,2025/06,5569
鹿児島県,ペルー,2024/06,16
鹿児島県,ペルー,2025/06,19
鹿児島県,ミャンマー,2024/06,1172
鹿児島県,ミャンマー,2025/06,1893
鹿児島県,モンゴル,2024/06,31
鹿児島県,モンゴル,2025/06,30
鹿児島県,中国,2024/06,1705
鹿児島県,中国,2025/06,1724
鹿児島県,台湾,2024/06,135
鹿児島県,台湾,2025/06,159
鹿児島県,米国,2024/06,311
鹿児島県,米国,2025/06,320
鹿児島県,総数,2024/06,17358
鹿児島県,総数,2025/06,20032
鹿児島県,英国,2024/06,107
鹿児島県,英国,2025/06,104
鹿児島県,韓国・朝鮮,2024/06,520
鹿児島県,韓国・朝鮮,2025/06,503
